smooth_mean, smooth_sdev, filter_mean, filter_sdev, x, y
0.107102,1.08301e-15,0.00270294,0.109332,0.107102,1.42079
0.0590303,5.13735e-16,0.0590303,5.13735e-16,0.0590303,-0.81585
0.121908,3.01299e-15,0.111942,0.0107743,-0.0188692,-1.17682
0.131943,5.2762e-16,0.174053,0.00397257,0.0369335,-1.31632
-0.138398,1.44401e-15,-0.0948049,0.0140905,0.0205597,0.682442
-0.176506,3.58226e-15,0.246428,0.161114,-0.103307,1.44077
0.222575,2.88802e-15,0.139839,0.0663696,-0.235325,-0.900538
-0.169256,0.000826192,-0.0881868,0.0702388,0.164316,-0.0116207
-0.00845371,0.00722526,-0.0874093,0.0869387,-0.148407,0.0517531
-0.0538852,0.00272685,-0.0873766,0.0852051,0.0343261,0.568826
-0.0992447,0.0065786,-0.0435837,0.109797,0.0167564,0.547387
-0.0912122,0.00375146,-0.0111404,0.087306,-0.0110631,-1.39302
-0.0623121,0.00287001,-0.0122505,0.103826,-0.0732312,-0.636048
-0.114914,0.00183706,-0.0105048,0.0936599,-0.102081,-1.46902
-0.047697,0.00368295,-0.00436915,0.101651,-0.144349,-0.368956
0.129649,0.00983323,0.000959288,0.102096,-0.196125,-1.15273
-0.126691,0.00559033,-0.0114208,0.103809,-0.0676117,-1.44901
-0.0183804,0.00996832,0.00205801,0.0964488,-0.0133018,-0.588073
0.0294844,0.0122075,-0.0106588,0.103703,-0.00989283,-0.764936
0.0919666,0.015042,-0.0148567,0.102197,-0.0303302,-0.651956
-0.0657028,0.00179346,-0.0138203,0.0981787,-0.184753,1.17635
-0.21463,0.0075782,0.00111989,0.102628,-0.128572,0.490434
-0.115565,0.00654778,-0.00129975,0.100012,0.0859668,1.42583
-0.0671967,0.00342174,-0.0104314,0.100099,0.115774,0.80897
-0.0391559,0.000353377,-0.00441916,0.108213,0.137004,0.681583
-0.170068,0.00909544,-0.00182473,0.10145,0.0451591,-0.0755687
-0.0138192,0.00395665,-0.0114058,0.106798,0.0955777,-0.859603
-0.0748962,0.00156164,-0.00741873,0.102761,-0.0148969,-0.280765
0.0313455,0.0118438,-0.00521263,0.106954,0.278718,0.697704
-0.038251,0.0107681,-0.013769,0.104937,0.249017,-0.484702
-0.0936464,0.00994064,-0.0132359,0.104547,0.209247,0.512901
-0.0010919,0.0110788,-0.0101884,0.106927,0.213757,0.824152
0.0244436,0.00269506,-0.0139448,0.106679,0.168524,1.82043
-0.131815,0.00327179,-0.00454132,0.10528,0.197847,0.984204
0.158587,0.022655,-0.0100463,0.103775,0.18767,0.0517895
0.00213319,0.00676178,-0.0116584,0.103935,0.120158,0.874238
-0.0389541,0.00621629,-0.0134282,0.106311,0.238062,-1.83404
