 0.0773195180  0.0152861074  0.0000000000  0.0000000000  0.0000000000  0.0000000000  0.0000000000  0.0000000000  0.0000000000  0.0000000000
 0.0176166963  0.0103859777  0.0290451818  0.0255484118  0.0087325902  0.0270037982  0.0231192201 -0.0002053887  0.0256571990 -0.0548527954
 0.0810550916  0.0010840109  0.0850439820  0.0881121728 -0.1040471033  0.0644953855  0.2181596508  0.0599072606  0.0478052868 -0.4591589780
-0.0454678016  0.0095341509 -0.0163641177 -0.0469658293  0.1150997077  0.0029487703 -0.1944392269 -0.1011395463  0.0154000271  0.3136735878
 0.0010698495  0.0125724280 -0.1150840158  0.0044746518 -0.1313153893 -0.1440588080  0.1494371675  0.1567561656 -0.1450343874 -0.1878513980
-0.0022663740 -0.0039679265 -0.0227606371  0.0086580949 -0.0175878137 -0.0299867367  0.0301111298  0.0351397961 -0.0290164801 -0.0371529369
-0.0047721488  0.0013430332 -0.1208722914 -0.0178658484 -0.1106767066 -0.1434994217  0.0873796254  0.1123754692 -0.1420725503 -0.1215661509
 0.0200151805 -0.0002796499 -0.0294384462  0.0178523238 -0.0791789023 -0.0457384614  0.0991961266  0.0633775453 -0.0497603210 -0.1935942355
 0.0440409248  0.0147698410  0.1846420121  0.0560682264  0.0846638093  0.2023484894 -0.0404895439 -0.1559852965  0.1937595619 -0.1165258136
-0.0871057548  0.0048386304 -0.1438125343 -0.0796772906  0.0764319245 -0.1365845623 -0.1768255837  0.0092686795 -0.1160623387  0.4283541713
 0.0231747524  0.0198230620  0.1184011457  0.0471698898  0.0373448742  0.1252761448  0.0067448984 -0.0807176203  0.1184073929 -0.1311614130
-0.0202290291  0.0105911661  0.0544990799  0.0049856513  0.1089628641  0.0702367897 -0.1088242588 -0.0819494375  0.0756880428  0.1745366733
-0.0774158546  0.0122162338 -0.0636685051 -0.0602596893  0.1148749376 -0.0471579953 -0.2008799377 -0.0619782269 -0.0304267732  0.3947681569
-0.0666536739  0.0080620267 -0.2448946362 -0.0615678338 -0.1085689397 -0.2726303200  0.0488419364  0.1936100715 -0.2597370748  0.0984027181
 0.0306729322  0.0140825522  0.1980625748  0.0624035395  0.1049985654  0.2180419554 -0.0479123250 -0.1593953506  0.2100815909 -0.0842483600
-0.0260894644  0.0067122943 -0.0406511427 -0.0155737041  0.0299767960 -0.0398564383 -0.0501360219  0.0063764907 -0.0329357166  0.1234705083
 0.0192716290  0.0095042773 -0.0533905199  0.0218813371 -0.1075086614 -0.0763507448  0.1406522363  0.1075141507 -0.0807705758 -0.2294854513
 0.0193825023  0.0135154166  0.0700015703  0.0320678672  0.0287134536  0.0734940986  0.0030158918 -0.0449112880  0.0702406335 -0.0711023842
 0.0720978052  0.0083491192  0.1136031277  0.0858183377 -0.0535807846  0.1021235950  0.1620028428  0.0145970007  0.0874250575 -0.3708529969
 0.1166859723  0.0195541748  0.2031357510  0.1233203211 -0.0553437306  0.1939968080  0.2032307770 -0.0295116269  0.1709986733 -0.5303082897
-0.0176456350  0.0174160084 -0.0186001099 -0.0101384916  0.0566872943 -0.0136423478 -0.0684448016 -0.0118594689 -0.0062980384  0.1582291743
-0.0615162468  0.0181956389 -0.0938635777 -0.0435966002  0.0474442098 -0.0915271699 -0.0994891681  0.0197360491 -0.0781810074  0.2630212973
 0.0333653441  0.0028061004  0.1277191243  0.0662889481  0.0297064826  0.1307033411  0.0503462362 -0.0486403821  0.1222931009 -0.1680880802
 0.0104645533  0.0219870289  0.0968307871  0.0194962353  0.0809147050  0.1116418914 -0.0764210049 -0.1126012746  0.1106949748  0.0249232905
-0.0253665722  0.0109956126 -0.0980553972 -0.0114507773 -0.0349880972 -0.1116971006  0.0347618095  0.0988374220 -0.1054637097  0.0454463302
-0.0259143544  0.0170255009 -0.1438580542 -0.0226377888 -0.0898259586 -0.1661047702  0.0725451317  0.1370119346 -0.1606927615 -0.0249977935
-0.0452544961  0.0277327041 -0.0908359211 -0.0286512731  0.0092383162 -0.0953128896 -0.0395732621  0.0489802858 -0.0857152317  0.1535938170
 0.0189484663  0.0146695605 -0.1000910853  0.0378607761 -0.1589698255 -0.1374610687  0.2367509102  0.2136947661 -0.1423136814 -0.2891694678
-0.0023058193  0.0025515642  0.0548072929  0.0163912367  0.0652355598  0.0636308879 -0.0513845844 -0.0576279368  0.0650789122  0.0547480207
 0.0727292124  0.0114021506  0.0822425399  0.0756400219 -0.0927107004  0.0652710550  0.1834428690  0.0344659537  0.0498662150 -0.4234026610
