smooth_mean, smooth_sdev, filter_mean, filter_sdev, x
-0.0159171,1.83973e-16,-0.0159171,1.83973e-16,0.0205427
-0.0987841,4.9985e-16,-0.0987841,4.9985e-16,0.00484101
-0.0039613,0.0360929,-0.025645,0.00558844,0.0139068
-0.00543699,0.00417087,-0.00651914,0.00548878,-0.0040537
-0.0030482,0.00380453,-0.00187707,0.00538998,-0.00563336
-0.00463056,0.00569586,-0.000216936,0.00518649,-0.0144366
0.0032655,0.00273437,-4.85414e-05,0.00573178,-0.0174027
0.000853903,0.00340072,0.000279173,0.00536456,-0.00243902
0.000287141,0.00420962,-7.32466e-05,0.00524302,0.00276047
0.00687411,0.00504467,-0.000197869,0.00531972,0.00607168
0.00245824,0.00557385,0.000187874,0.00548685,0.0129179
-0.00130493,0.00283317,0.0004246,0.00538049,0.0180259
0.000814429,0.00712273,7.81362e-05,0.00529446,-0.000599232
0.00398056,0.00311069,-5.43317e-05,0.00531134,0.010306
-0.00459733,0.00891682,-0.000151277,0.00515321,0.00840098
0.00378491,0.00393879,0.00028029,0.0054483,-0.00485912
-0.00105335,0.00767647,9.47444e-05,0.00569622,-0.000816411
0.00331594,0.00613175,0.000160787,0.00524689,-0.00548861
-0.00211629,0.0031739,0.000322192,0.00553776,-0.00751744
-0.000256623,0.00270195,0.000350952,0.00542239,-0.00183657
-0.000151998,0.00664783,0.000521437,0.00554798,0.000672303
0.000701107,0.00439948,0.000165093,0.005355,0.00269851
-0.000232456,0.00386185,0.000172518,0.00542981,0.0101171
0.00239917,0.00539995,0.000307135,0.005314,0.0010311
-0.00231756,0.00381752,0.000333275,0.00543472,-0.00963108
0.000202028,0.00512107,-0.000166586,0.00510674,-0.00816763
-0.00276583,0.00306359,8.04534e-05,0.00544075,-0.0236149
0.00305567,0.00320423,-0.000170829,0.00524281,-0.0112052
-0.00261169,0.00510736,-0.000501159,0.00537585,-0.0154869
-0.00188149,0.00250138,-0.000592462,0.00564242,-0.00491896
0.00289315,0.00653577,-0.000181129,0.00546375,-0.00531722
-0.0012979,0.00410501,-0.00021406,0.00508444,-0.0234281
-0.00199625,0.00637173,-0.000238689,0.00542493,-0.00734165
-0.00139068,0.00404653,-0.000210103,0.00521572,-0.00366733
0.00165067,0.00425901,-0.000304345,0.00558179,-0.0113691
-0.00274221,0.00638134,0.00026496,0.00539457,-0.0230119
0.00220738,0.00514677,0.000203221,0.00546593,-0.0287863
0.00445042,0.00486548,0.000106586,0.00553901,-0.0253326
0.000682609,0.00386663,4.38058e-05,0.00557262,-0.012535
0.0014235,0.0041917,-0.000285944,0.00532827,-0.0168843
0.000670867,0.00517328,-0.000224247,0.00567355,-0.0168627
-0.00159219,0.004092,-0.000339538,0.00541515,-0.0079312
0.00192917,0.00212275,-0.000123522,0.00520778,-0.0106434
0.001873,0.00391082,-6.61193e-05,0.00536095,-0.0246617
0.00304795,0.00334193,-9.01345e-05,0.00530328,-0.0153521
-0.000340946,0.00306388,0.000142461,0.00546542,0.0101904
0.00122889,0.00527471,-0.000238708,0.00572501,0.0168273
-0.00120748,0.00211409,-5.07832e-05,0.00549708,0.0132635
-0.000949209,0.00337374,9.85804e-05,0.00538524,0.03179
-0.0057284,0.004184,-0.000160672,0.00520965,0.0270782
-0.00412761,0.00526819,0.000174676,0.00529112,0.0263415
-0.00589992,0.00541596,0.000109259,0.00573498,0.0260812
0.00395245,0.00379484,-0.000267427,0.00534614,0.0219005
0.00216539,0.00139815,-0.000136847,0.00505566,0.0173626
0.00239098,0.00143985,0.000503175,0.00524116,0.0311096
8.22528e-05,0.00418474,3.56565e-05,0.00544664,0.00387381
0.0030543,0.00683205,-0.000218556,0.00543443,-0.00341655
-0.000449389,0.00494296,0.000207058,0.00530505,-0.00562723
0.00367208,0.00427062,0.000193763,0.00541064,-0.00218716
-0.00036347,0.00421284,-0.000114836,0.00578197,0.00675716
0.00026741,0.00505673,-0.000313355,0.00521387,-0.00285232
-0.00245607,0.00246646,-0.000415786,0.0052757,-0.00575734
-0.00261735,0.00349887,-0.000290775,0.00527818,0.00426792
-0.00241197,0.0040329,-0.000420389,0.00593589,0.00297448
-0.00295948,0.00450644,0.000363245,0.00519003,-0.00177767
-0.00210125,0.0068771,0.000182238,0.00572525,-0.0229012
-0.00359526,0.006695,0.000282089,0.00539612,-0.029988
0.0034478,0.002923,-0.000490716,0.00548457,-0.0268029
0.00193036,0.00454024,-0.000202028,0.00527376,-0.0422631
6.9507e-05,0.00458084,0.000111051,0.00550233,-0.0285106
0.00262763,0.00267909,0.000275401,0.00540226,-0.0222553
0.0032656,0.00419631,0.00014326,0.00532639,-0.017864
0.00630628,0.00325344,0.000528747,0.00540882,-0.0179191
-0.0024994,0.00313947,1.16766e-05,0.00526007,-0.0204713
-0.00142285,0.00520414,6.05605e-05,0.00517203,-0.0129381
-0.000172356,0.00850908,-3.43538e-05,0.00529284,0.00456381
-0.0023454,0.00366968,-8.38576e-05,0.00535949,-0.00101488
0.000651497,0.00373846,-6.4934e-06,0.00545464,0.000420158
-0.00303177,0.00699425,-0.000142982,0.00542286,0.00196982
-0.00175658,0.00404702,-0.000280401,0.00554756,0.00182873
0.00156485,0.00667658,-0.000246345,0.00535803,-0.0207674
-0.000110944,0.00576392,-0.00018205,0.00529303,-0.0113482
0.00104716,0.00422531,5.73779e-05,0.00526138,0.00854946
-0.00347319,0.00677417,-0.000146881,0.00561172,0.00410892
-0.000719212,0.00451032,-6.62518e-05,0.00558546,0.0117499
-0.00433368,0.00998829,0.000465813,0.00548541,0.00279177
0.00461589,0.0056655,0.000245758,0.00557682,-0.00346412
0.0010796,0.00329753,-0.000436091,0.00559892,-0.00378498
0.000854635,0.00339813,-0.000504673,0.00529477,-0.00399311
0.000905359,0.00653026,-0.000361611,0.00552588,-0.0168585
-0.003352,0.00476642,-0.000401474,0.00531376,-0.0273599
0.00178402,0.00347741,-0.000416616,0.0053615,-0.0109851
0.00386877,0.00525128,1.87264e-05,0.00543173,-0.016821
0.0018965,0.00406526,4.58744e-05,0.00533815,-0.0341155
-0.00308669,0.00550086,-5.66284e-05,0.00556533,-0.0314102
-0.00149048,0.00601041,-0.000166904,0.00570348,-0.0146812
-0.001233,0.00442687,0.00018653,0.00549981,0.00432659
-1.92112e-05,0.00575788,0.000359331,0.00553549,0.0150886
-0.0029772,0.00458512,7.47796e-05,0.0053193,0.0211602
-0.00144647,0.00380234,-0.000319142,0.00529985,0.0207451
0.00130966,0.00370255,0.000121957,0.00531643,0.0263812
0.000785515,0.00525027,0.000284071,0.00555317,0.0364869
-0.00150651,0.00520707,1.46583e-05,0.00557734,0.0194692
0.00200861,0.00656917,-0.000205241,0.00550922,0.0127734
3.17099e-05,0.00722054,0.000349117,0.0051114,0.0132107
-0.00080568,0.00589383,8.66288e-05,0.00536789,0.0185801
0.00111164,0.00555823,0.000173248,0.00528826,0.035004
-0.00209917,0.00671289,0.00012056,0.0053953,0.0317164
0.00221265,0.00455182,-0.000148892,0.00537825,0.0048175
-0.00300725,0.00553613,-0.00040088,0.0055827,-0.000102906
-0.00129356,0.00402514,-0.000214332,0.00540568,-0.00478609
9.07703e-05,0.0048906,8.40143e-05,0.00551543,0.00460953
-0.0004931,0.00563096,-0.000310419,0.00561724,-0.00267355
0.00119561,0.00621521,-0.000125896,0.00538468,0.00219155
-0.0018878,0.00417552,-0.000280888,0.00547794,0.00533837
0.00162405,0.00457309,-0.000189986,0.00548832,0.00944214
-0.000479319,0.00386627,-0.000190496,0.00539786,0.00570579
-0.00120549,0.00500913,-5.23771e-05,0.00547061,0.00217197
0.00234456,0.00436212,0.000111882,0.00518952,0.0116576
0.00242154,0.00747716,-0.000210206,0.0055485,0.0124271
0.00180569,0.00632888,0.000253778,0.00560999,-0.000802817
0.00217924,0.00333821,0.000227433,0.00565805,-0.0025241
7.49406e-06,0.00574992,-0.000119087,0.00528996,0.00839195
-5.75805e-05,0.00341355,-0.000157112,0.00525721,-1.46406e-05
0.000256566,0.00409712,-0.000172733,0.00542985,0.00143901
-0.000778454,0.00858387,-0.000290259,0.00552695,-0.0111053
-0.00393109,0.00811859,-0.000430555,0.00554213,0.00565601
-0.00270669,0.00468547,2.23746e-05,0.00550407,0.00258289
0.00146307,0.00434886,0.000306582,0.00561115,0.0180132
0.00144313,0.0034788,-2.41937e-05,0.00515252,0.012989
0.000439854,0.0054329,-9.73074e-07,0.00569286,0.0068998
0.00193749,0.00544711,0.000121097,0.00568242,-0.00480404
0.00122381,0.0064396,2.85201e-05,0.00549448,-0.0188447
-0.000101722,0.00547576,-0.00051468,0.00583283,-0.016025
-0.00124159,0.0043802,-0.000168626,0.00531087,-0.0251237
-0.0015454,0.00511352,-0.000432531,0.00536116,-0.0103657
-0.00176183,0.0052615,-0.000544054,0.00507774,-0.0166515
0.00232952,0.00473012,-0.000174256,0.00525312,-0.0138566
-0.00140729,0.00559042,-0.000154026,0.00546655,0.00604619
-0.00112506,0.00539781,7.2026e-05,0.00529777,-0.00579377
-2.89012e-05,0.00546832,-0.000157161,0.00552999,0.0037061
0.00117477,0.0058212,0.000114153,0.00542179,0.00315072
0.00180683,0.00376764,0.000211016,0.00515656,-0.020941
0.00219058,0.00517364,0.000267364,0.00526686,-0.021712
0.00262569,0.00616089,4.05853e-05,0.00540054,-0.019654
-0.000211175,0.00440211,-7.52635e-05,0.00571638,0.00740243
0.00130719,0.00407482,-0.000373357,0.00549289,0.00893269
-0.00151283,0.00657979,-0.000243705,0.00553655,0.0157042
-0.00135883,0.00611821,8.8292e-05,0.00543971,0.00397839
-0.000990921,0.00469909,-0.000158864,0.00530822,0.00632257
4.3166e-05,0.00348247,0.000373304,0.00539152,0.0150959
0.00100634,0.00461257,0.000417055,0.00511185,0.0150997
0.00130557,0.00399507,0.000340935,0.00518119,0.00319542
-0.00136662,0.00582684,-1.4734e-06,0.00583994,-0.00646034
-0.00313382,0.00425835,-0.000241304,0.00517439,-0.00824092
-0.000842338,0.00471278,-0.000171278,0.00570916,-0.0043245
0.00185983,0.00673055,-3.51813e-05,0.00556006,0.00524877
-0.00169334,0.00454473,-0.000173571,0.00532364,-0.00727407
0.000639259,0.0053655,-4.22692e-05,0.0054141,-0.0124815
-0.00192924,0.00611577,-0.000313555,0.00565437,-0.00732813
-0.000774914,0.00651361,-1.81972e-06,0.00575897,0.00190984
0.00018176,0.00467596,0.000193354,0.0055644,0.00330065
-0.00053518,0.00541942,0.0004532,0.00557434,-0.00530284
-0.000373226,0.00595535,0.000184105,0.00526243,-0.00914059
0.00037515,0.00552614,2.74178e-07,0.00547642,-0.00828718
0.00125298,0.00522297,0.000129005,0.00551876,-0.0270828
0.00136124,0.00550035,-4.4635e-06,0.00575716,-0.0317736
0.000572298,0.00482703,-0.000174325,0.00533086,-0.0178122
0.000501762,0.00581773,-0.000532562,0.00548679,-0.0105325
0.000692307,0.00494753,0.00010498,0.00527251,-0.00221155
-0.000461071,0.00471137,-6.46441e-05,0.0053656,-0.0047872
-6.45662e-05,0.00546712,-0.000164398,0.00547905,-0.0108334
-0.000743252,0.00539572,-0.000178393,0.00559477,-2.0184e-05
-0.000359664,0.00438462,-0.0004612,0.00536234,-0.00788492
0.000830092,0.00459578,0.000326423,0.00533323,-0.00996049
0.000739369,0.00518046,0.000143976,0.0053601,-0.00226165
0.00118592,0.00557161,0.000291849,0.00532332,-0.00266322
0.000571833,0.00517608,0.000306062,0.00577276,-0.00402111
-0.000711601,0.00518759,-0.000166381,0.00540333,-0.00847958
-0.00177817,0.00501466,0.000148262,0.00514997,-0.00720925
-0.000113664,0.00529596,0.000100258,0.00545984,-0.00244738
0.00069997,0.00509515,-0.000113948,0.00534093,-0.00843377
0.000373638,0.00587438,4.86245e-05,0.00553773,-0.0219216
8.01078e-05,0.00547388,0.00012481,0.00547056,-0.0230176
0.000424877,0.00509331,0.000200121,0.0052427,-0.00363829
-0.000712,0.0051567,-0.000139825,0.00546048,-0.023146
0.00123246,0.00670786,-0.000182933,0.00542091,-0.0136119
-0.000355027,0.00552627,-0.000366946,0.00531211,-0.00782224
0.000144925,0.00547154,0.000388427,0.00532182,-0.00499677
0.000534045,0.00592413,0.000180068,0.00531088,-0.0142511
0.000133827,0.00579815,-0.000132081,0.00553833,-0.0134157
-0.000639181,0.00519956,0.000138336,0.00508742,-0.0167057
-2.09694e-05,0.0051961,0.000189405,0.0052916,-0.0176053
-4.04822e-05,0.0059414,0.000336119,0.00540819,-0.0131037
-0.000631754,0.00527885,-2.59099e-06,0.00555198,-0.0077867
-0.0002295,0.00565546,-9.50253e-05,0.00543166,0.0152745
-0.000360189,0.00492559,-0.000421039,0.00564793,0.0156381
-2.98527e-05,0.00496055,-0.000190555,0.00545405,0.00361102
0.00038724,0.0052808,0.00022079,0.00539188,0.0142086
