smooth_mean, smooth_sdev, filter_mean, filter_sdev, x, y
0.00215806,0.000622541,1.09622e-05,0.00175899,-0.0541781,0.000551089
0.00137002,0.000441015,7.01753e-05,0.00171996,-0.0402956,-0.00387379
0.00056577,0.000325921,1.74778e-05,0.0017126,0.00109099,0.0132854
0.00143616,0.00127915,4.96575e-05,0.00174764,-0.00642684,-0.0187684
0.00130196,0.00136669,5.34158e-05,0.00187968,-0.0387684,-0.0216328
0.00254862,0.000551787,0.000192375,0.00185429,0.00338752,0.0359198
0.00144257,0.000195281,0.000169473,0.00179484,-0.00384164,-0.00344299
0.00147549,0.000423429,0.000164646,0.00191617,-0.0541781,0.000551089
0.00199835,0.000830296,0.000194278,0.00192901,0.00459977,0.015503
0.00156359,0.00096197,0.000290238,0.00192014,-0.00517879,-0.0243208
0.00225641,0.00239556,0.00040748,0.00185855,-0.0443208,-0.0252399
0.00334844,0.002848,0.000364151,0.00203083,0.00412067,0.036915
0.00395037,0.00265619,0.000301659,0.00202361,-0.0034333,0.000159993
0.00258776,0.00118317,0.000335583,0.00191764,-0.00384164,-0.00344299
0.00134649,0.00107022,0.00020706,0.00191962,0.00594646,0.0144803
0.000906577,0.000385759,0.000182948,0.0018324,-0.00693796,-0.0287276
0.000177574,0.000475427,5.23543e-05,0.00185169,-0.0487276,-0.0269289
0.000535338,0.000575341,0.00012463,0.00171751,0.00316452,0.0357445
-8.44414e-05,0.000585717,4.44514e-06,0.0017132,-0.0160969,0.000457476
0.00126799,0.00027474,-4.69984e-05,0.00177811,-0.0034333,0.000159993
0.0019422,0.000601482,-1.48418e-05,0.00189736,0.00348762,0.0119692
0.00040771,0.000303419,8.4778e-05,0.00193083,-0.008969,-0.0242926
0.000277575,0.000783488,0.000172048,0.00190484,-0.0442926,-0.024885
-0.000890808,0.00150745,0.000307127,0.00184395,0.002163,0.0340834
-0.00155659,0.00200831,0.0002165,0.00186799,0.0627565,-0.0157888
-0.00304964,0.00221165,0.000129372,0.0019265,-0.0160969,0.000457476
-0.0019116,0.000681035,6.61875e-05,0.00195839,0.0109728,0.0152566
-0.000143252,0.000570953,-2.17387e-05,0.00194145,-0.0080502,-0.0353301
0.000583222,0.00107632,7.70305e-05,0.00202428,-0.0553301,-0.0333068
6.49583e-05,0.000438354,0.00013775,0.00202476,0.00299043,0.0347547
-0.000830526,0.000892708,9.82514e-05,0.00217142,-0.0417362,-0.00470761
-0.00109173,0.00107633,9.4835e-05,0.00218318,0.0627565,-0.0157888
-0.00087794,0.00117227,9.37132e-05,0.0021377,0.00599849,0.0151753
0.000528617,0.00233146,-4.94519e-05,0.00208982,-0.00613177,-0.0275936
-0.000209749,0.00207441,-0.000111976,0.00208156,-0.0475936,-0.026954
-0.00063883,0.00192074,-0.000196641,0.00194384,0.00364755,0.0362666
-0.000530399,0.000845861,-0.000296757,0.00184072,0.0105036,-0.00320066
-3.06362e-05,0.000851689,-0.000293516,0.0019163,-0.0417362,-0.00470761
0.000586665,0.000829432,-0.000230503,0.0018839,0.00776398,0.0156903
0.00118742,0.00174285,4.29169e-05,0.00175508,-0.00621723,-0.031668
0.000928355,0.00152603,0.000154187,0.00188174,-0.051668,-0.0287607
-0.000218081,0.00118924,0.000177364,0.00199075,0.00357301,0.0363247
0.000510009,0.00138734,6.35341e-05,0.00192821,-0.0284584,-0.00321946
-0.000332076,0.00103852,0.000142192,0.00185939,0.0105036,-0.00320066
-0.000545438,0.00133666,0.00016765,0.00195586,0.00326906,0.0125292
-0.000257802,0.00171176,0.000247358,0.00194612,-0.008216,-0.0226908
-0.00113376,0.00235226,7.78772e-05,0.00201729,-0.0426908,-0.0246253
-0.00131304,0.0014313,4.10971e-05,0.00194062,0.00261292,0.034559
0.000408957,0.0019193,8.08431e-05,0.00201745,0.0351272,0.00619862
-0.000938115,0.00097657,-0.000140773,0.00189904,-0.0284584,-0.00321946
-0.00113858,0.00152051,-0.000199913,0.00200364,0.00989489,0.016047
-0.00211454,0.00171904,-0.000100755,0.00200324,-0.00662415,-0.0385449
-0.00202071,0.0022075,-5.42526e-05,0.00201232,-0.0585449,-0.0306695
-0.00222102,0.00289912,-0.000123226,0.00192349,0.00316956,0.0363391
-0.00108747,0.00210187,6.0336e-05,0.00177401,0.0658455,-0.00719399
