smooth_mean, smooth_sdev, filter_mean, filter_sdev, x
-0.0159171,1.83973e-16,-0.0159171,1.83973e-16,0.0205427
0.0100739,0.000505869,0.0100421,0.000408708,0.00484101
-0.00611248,0.000777599,-0.00634561,0.000467871,0.0139068
0.00386865,0.000707111,0.00400187,0.00051231,-0.0040537
-0.0021271,0.000598204,-0.00252733,0.000526924,-0.00563336
0.000889833,0.000386553,0.00162682,0.000516789,-0.0144366
-0.000441649,0.000392134,-0.00103517,0.000524634,-0.0174027
0.000369654,0.000313204,0.000662147,0.000541143,-0.00243902
-0.000174398,0.00043989,-0.000415807,0.000546015,0.00276047
0.000124253,0.000395931,0.00026827,0.000538488,0.00607168
-8.24973e-05,0.000939893,-0.000175941,0.000513657,0.0129179
9.26792e-05,0.000737075,0.000131302,0.000492973,0.0180259
-0.000252369,0.00061416,-7.49361e-05,0.000479318,-0.000599232
0.000109741,0.000379275,7.47806e-05,0.000473824,0.010306
-0.000196631,0.000361084,-4.89365e-05,0.000504972,0.00840098
-8.86726e-05,0.000569638,-9.48321e-07,0.000518663,-0.00485912
0.000183101,0.000412171,-4.64634e-06,0.000509463,-0.000816411
-7.42789e-05,0.000231929,2.28266e-05,0.000498625,-0.00548861
2.66954e-06,0.000353712,-1.22072e-05,0.000519513,-0.00751744
-0.000105054,0.000561085,-1.48647e-06,0.000523858,-0.00183657
0.00026631,0.00039403,-1.69724e-05,0.000514776,0.000672303
4.11478e-07,0.000330367,6.54662e-06,0.000531909,0.00269851
-0.000128842,0.000291625,2.20548e-07,0.000502816,0.0101171
0.000221524,0.000501205,-1.10435e-05,0.000508117,0.0010311
3.19828e-05,0.000512312,4.20928e-05,0.000508275,-0.00963108
0.000205555,0.000377907,2.05828e-06,0.00055388,-0.00816763
-0.000116428,0.00052488,-2.82727e-05,0.000570751,-0.0236149
8.41196e-05,0.000456291,3.31073e-06,0.000553819,-0.0112052
2.25141e-05,0.000433023,3.16264e-05,0.000522848,-0.0154869
7.76204e-05,0.000476758,-5.42343e-05,0.000520254,-0.00491896
-0.000136565,0.000482573,5.4585e-05,0.000514771,-0.00531722
-2.19727e-05,0.000338589,-3.18145e-05,0.000517252,-0.0234281
1.35385e-05,0.000499097,5.76742e-05,0.000488025,-0.00734165
0.000304448,0.000353821,-5.93808e-05,0.000502154,-0.00366733
-5.79598e-05,0.000330814,3.95829e-05,0.000489128,-0.0113691
0.000177133,0.000293501,-1.78212e-05,0.000501505,-0.0230119
-4.82688e-05,0.000498164,1.0932e-05,0.000513087,-0.0287863
-0.000156319,0.000332591,-1.76638e-05,0.000505065,-0.0253326
0.000175958,0.000505044,-3.20153e-05,0.000525625,-0.012535
-0.000234815,0.000631225,-1.4947e-05,0.000518187,-0.0168843
0.000154027,0.000623129,1.01956e-05,0.000532869,-0.0168627
-6.44742e-05,0.000471948,-1.05277e-05,0.000535099,-0.0079312
0.000133363,0.000420602,-5.62965e-06,0.000490346,-0.0106434
-3.36381e-05,0.000425015,8.77103e-06,0.000513359,-0.0246617
-7.561e-05,0.000230982,-2.98957e-05,0.000519356,-0.0153521
-8.00536e-05,0.000322055,4.41247e-05,0.000531287,0.0101904
-0.00011383,0.00053719,-3.72676e-05,0.00053799,0.0168273
-1.68171e-05,0.000414788,2.61164e-05,0.000502931,0.0132635
0.000221227,0.000470062,-1.05399e-05,0.000475565,0.03179
-0.000198166,0.000378579,2.91236e-06,0.000510198,0.0270782
-7.02737e-05,0.000411593,-1.49139e-05,0.000530005,0.0263415
-5.69749e-05,0.00041319,6.94897e-05,0.000521299,0.0260812
-1.67407e-05,0.000313146,-4.38786e-05,0.000492495,0.0219005
5.14194e-05,0.000413684,2.68943e-05,0.000493639,0.0173626
-0.000102865,0.000538612,-3.07585e-05,0.000505704,0.0311096
0.000178323,0.000519369,3.39432e-05,0.000544828,0.00387381
-0.000157074,0.000466188,-4.11651e-05,0.000529202,-0.00341655
3.32711e-05,0.000411147,6.91187e-05,0.000501531,-0.00562723
-0.000125081,0.000662198,-2.78776e-05,0.000512134,-0.00218716
8.75728e-05,0.000643375,3.27807e-05,0.000491767,0.00675716
5.77967e-05,0.000463487,-4.99686e-05,0.000507999,-0.00285232
-0.000458813,0.00035676,3.83367e-05,0.00049083,-0.00575734
0.000203856,0.000447641,-1.22179e-05,0.000503172,0.00426792
-0.00012238,0.0005874,6.55833e-06,0.000487721,0.00297448
-2.03111e-05,0.000487946,2.0101e-05,0.000489685,-0.00177767
0.000102266,0.000621161,-2.32228e-06,0.000514028,-0.0229012
-0.000121914,0.000637326,-8.58763e-06,0.000508992,-0.029988
3.95634e-05,0.000423929,-2.37412e-05,0.000506085,-0.0268029
0.000126701,0.000369478,1.78324e-05,0.000493736,-0.0422631
1.82882e-05,0.000327078,-8.72102e-06,0.000501646,-0.0285106
-0.000201307,0.0004178,-4.28469e-05,0.000511741,-0.0222553
0.000214825,0.000505698,3.49622e-05,0.000514863,-0.017864
-0.00027393,0.000493734,-3.10341e-05,0.000482351,-0.0179191
0.000220795,0.000465284,8.5391e-06,0.000499109,-0.0204713
7.89671e-05,0.000523341,2.25375e-05,0.000514682,-0.0129381
-1.92962e-05,0.0005199,-9.64461e-06,0.000517375,0.00456381
0.000101205,0.000439405,-7.37421e-06,0.000529883,-0.00101488
-0.000244577,0.000334854,-2.53925e-05,0.000522163,0.000420158
