        1.4207924593        0.1071019852
       -0.8158502964        0.0590303398
       -1.1768236033       -0.0188692088
       -1.3163182573        0.0369334917
        0.6824415066        0.0205596534
        1.4407657110       -0.1033070208
       -0.9005378160       -0.2353251316
       -0.0116207068        0.1643156499
        0.0517530670       -0.1484065938
        0.5688260994        0.0343260536
        0.5473871783        0.0167564231
       -1.3930167419       -0.0110630823
       -0.6360483769       -0.0732311950
       -1.4690222012       -0.1020806468
       -0.3689559888       -0.1443486004
       -1.1527326210       -0.1961246621
       -1.4490129971       -0.0676117394
       -0.5880730669       -0.0133018407
       -0.7649359062       -0.0098928268
       -0.6519555016       -0.0303302452
        1.1763506101       -0.1847528612
        0.4904341679       -0.1285723732
        1.4258308636        0.0859668146
        0.8089704537        0.1157736870
        0.6815833772        0.1370037987
       -0.0755686536        0.0451591348
       -0.8596027084        0.0955777494
       -0.2807650284       -0.0148968555
        0.6977041558        0.2787175769
       -0.4847020603        0.2490167166
        0.5129010075        0.2092465628
        0.8241522537        0.2137568578
        1.8204334741        0.1685241384
        0.9842040402        0.1978469727
        0.0517894913        0.1876700680
        0.8742376623        0.1201578238
       -1.8340406134        0.2380618340
       -0.5328492689        0.1909011892
       -1.5930830112       -0.0896307475
       -0.7900198832        0.0745985670
        1.7680857749        0.1469235967
        1.4830214379        0.0948111688
       -1.0386199067        0.2384227137
        1.3034221247        0.2001883942
        0.1016258886        0.0900623587
        0.0576360574       -0.0756660154
       -1.9717592321       -0.0027185659
        0.3622587205        0.0538169280
       -1.0321085605        0.0189138878
       -1.5625879268       -0.0796619532
       -0.9687049473       -0.1504876695
       -1.0821318556       -0.2756307548
       -0.2206707163       -0.3052043061
       -1.8624507052       -0.2553505766
       -1.2251732788       -0.4863264694
       -1.3713721058       -0.4829858231
        0.3847797201       -0.4057619323
       -0.8146091658       -0.2287398199
       -0.9423214351        0.0162085835
       -0.9363617867       -0.1548374697
       -0.4288869154       -0.2762900674
        0.3802949232       -0.3338095851
       -0.9065005440       -0.2554033896
       -0.8032395023       -0.1662762086
       -0.1238184736        0.0046161000
       -0.2911367235       -0.0512152407
        0.3924921984        0.0220292256
        1.9650509259        0.0214950441
       -0.3777308178        0.0557153612
       -0.2925192097        0.2016755533
        0.0485155074        0.1177652422
        0.1098988030        0.1075861185
       -0.2799794388        0.0795197898
        0.8847753196        0.0318369866
